# ICI4 Andoya U3 launcer 83/340
# Time       Alt       Lat       Lon       Vel   Vel. El   Vel. Az
#  sec         m       deg       deg       m/s       deg       deg
512.10  173282.0  71.96701  12.97340    1926.8   -68.780   340.036
512.20  173102.4  71.96758  12.97273    1927.6   -68.790   340.037
512.30  172922.6  71.96815  12.97206    1928.5   -68.799   340.037
512.40  172742.8  71.96872  12.97139    1929.4   -68.809   340.038
512.50  172562.8  71.96929  12.97072    1930.2   -68.818   340.039
512.60  172382.8  71.96986  12.97005    1931.1   -68.828   340.040
512.70  172202.7  71.97044  12.96937    1932.0   -68.837   340.041
512.80  172022.5  71.97101  12.96870    1932.9   -68.846   340.041
512.90  171842.2  71.97158  12.96803    1933.7   -68.856   340.042
513.00  171661.8  71.97215  12.96736    1934.6   -68.865   340.043
513.10  171481.3  71.97272  12.96669    1935.5   -68.875   340.044
513.20  171300.7  71.97330  12.96602    1936.3   -68.884   340.044
513.30  171120.0  71.97387  12.96535    1937.2   -68.894   340.045
513.40  170939.2  71.97444  12.96468    1938.1   -68.903   340.046
513.50  170758.4  71.97501  12.96401    1938.9   -68.912   340.047
513.60  170577.4  71.97559  12.96334    1939.8   -68.922   340.048
513.70  170396.4  71.97617  12.96266    1940.7   -68.931   340.048
513.80  170215.2  71.97674  12.96199    1941.5   -68.941   340.049
513.90  170034.0  71.97731  12.96132    1942.4   -68.950   340.050
514.00  169852.7  71.97788  12.96065    1943.3   -68.959   340.051
514.10  169671.3  71.97845  12.95998    1944.2   -68.969   340.052
514.20  169489.8  71.97903  12.95931    1945.0   -68.978   340.052
514.30  169308.2  71.97960  12.95864    1945.9   -68.987   340.053
514.40  169126.5  71.98017  12.95796    1946.8   -68.997   340.054
514.50  168944.7  71.98074  12.95729    1947.6   -69.006   340.055
514.60  168762.8  71.98132  12.95662    1948.5   -69.015   340.055
514.70  168580.8  71.98189  12.95595    1949.4   -69.024   340.056
514.80  168398.8  71.98246  12.95528    1950.2   -69.034   340.057
514.90  168216.6  71.98303  12.95461    1951.1   -69.043   340.058
515.00  168034.3  71.98360  12.95394    1952.0   -69.052   340.059
515.10  167852.0  71.98418  12.95326    1952.9   -69.062   340.059
515.20  167669.6  71.98475  12.95259    1953.7   -69.071   340.060
515.30  167487.0  71.98533  12.95192    1954.6   -69.080   340.061
515.40  167304.4  71.98590  12.95125    1955.5   -69.089   340.062
515.50  167121.7  71.98647  12.95058    1956.3   -69.099   340.063
515.60  166938.9  71.98705  12.94991    1957.2   -69.108   340.063
515.70  166756.0  71.98762  12.94923    1958.1   -69.117   340.064
515.80  166573.0  71.98819  12.94856    1959.0   -69.126   340.065
515.90  166389.9  71.98876  12.94789    1959.8   -69.135   340.066
516.00  166206.7  71.98933  12.94722    1960.7   -69.145   340.066
516.10  166023.5  71.98991  12.94655    1961.6   -69.154   340.067
516.20  165840.1  71.99049  12.94588    1962.5   -69.163   340.068
516.30  165656.6  71.99106  12.94520    1963.3   -69.172   340.069
516.40  165473.1  71.99163  12.94453    1964.2   -69.181   340.070
516.50  165289.5  71.99220  12.94386    1965.1   -69.190   340.070
516.60  165105.7  71.99277  12.94319    1965.9   -69.200   340.071
516.70  164921.9  71.99335  12.94252    1966.8   -69.209   340.072
516.80  164738.0  71.99392  12.94184    1967.7   -69.218   340.073
516.90  164554.0  71.99450  12.94117    1968.6   -69.227   340.074
517.00  164369.8  71.99507  12.94050    1969.4   -69.236   340.074
517.10  164185.6  71.99564  12.93983    1970.3   -69.245   340.075
517.20  164001.4  71.99622  12.93915    1971.2   -69.254   340.076
517.30  163817.0  71.99679  12.93848    1972.1   -69.263   340.077
517.40  163632.5  71.99737  12.93781    1972.9   -69.273   340.078
517.50  163447.9  71.99794  12.93714    1973.8   -69.282   340.078
517.60  163263.3  71.99851  12.93647    1974.7   -69.291   340.079
517.70  163078.5  71.99908  12.93579    1975.6   -69.300   340.080
517.80  162893.7  71.99966  12.93512    1976.4   -69.309   340.081
517.90  162708.7  72.00024  12.93445    1977.3   -69.318   340.082
518.00  162523.7  72.00081  12.93378    1978.2   -69.327   340.082
518.10  162338.6  72.00138  12.93310    1979.0   -69.336   340.083
518.20  162153.3  72.00195  12.93243    1979.9   -69.345   340.084
518.30  161968.0  72.00253  12.93176    1980.8   -69.354   340.085
518.40  161782.6  72.00311  12.93109    1981.7   -69.363   340.086
518.50  161597.1  72.00368  12.93041    1982.5   -69.372   340.086
518.60  161411.5  72.00425  12.92974    1983.4   -69.381   340.087
518.70  161225.9  72.00482  12.92907    1984.3   -69.390   340.088
518.80  161040.1  72.00540  12.92840    1985.2   -69.399   340.089
518.90  160854.2  72.00597  12.92772    1986.0   -69.408   340.090
519.00  160668.2  72.00655  12.92705    1986.9   -69.417   340.090
519.10  160482.2  72.00712  12.92638    1987.8   -69.426   340.091
519.20  160296.0  72.00770  12.92570    1988.7   -69.435   340.092
519.30  160109.8  72.00827  12.92503    1989.5   -69.444   340.093
519.40  159923.5  72.00884  12.92436    1990.4   -69.453   340.094
519.50  159737.0  72.00941  12.92369    1991.3   -69.462   340.094
519.60  159550.5  72.00999  12.92301    1992.2   -69.470   340.095
519.70  159363.9  72.01057  12.92234    1993.1   -69.479   340.096
519.80  159177.2  72.01114  12.92167    1993.9   -69.488   340.097
519.90  158990.4  72.01172  12.92099    1994.8   -69.497   340.098
520.00  158803.5  72.01229  12.92032    1995.7   -69.506   340.098
520.10  158616.5  72.01286  12.91965    1996.6   -69.515   340.099
520.20  158429.5  72.01344  12.91897    1997.4   -69.524   340.100
520.30  158242.3  72.01402  12.91830    1998.3   -69.533   340.101
520.40  158055.0  72.01459  12.91763    1999.2   -69.542   340.102
520.50  157867.7  72.01516  12.91695    2000.1   -69.550   340.102
520.60  157680.2  72.01574  12.91628    2000.9   -69.559   340.103
520.70  157492.7  72.01631  12.91561    2001.8   -69.568   340.104
520.80  157305.0  72.01688  12.91494    2002.7   -69.577   340.105
520.90  157117.3  72.01746  12.91426    2003.6   -69.586   340.106
521.00  156929.5  72.01804  12.91359    2004.4   -69.594   340.106
521.10  156741.6  72.01861  12.91292    2005.3   -69.603   340.107
521.20  156553.6  72.01919  12.91224    2006.2   -69.612   340.108
521.30  156365.5  72.01976  12.91157    2007.1   -69.621   340.109
521.40  156177.3  72.02033  12.91089    2008.0   -69.630   340.110
521.50  155989.0  72.02091  12.91022    2008.8   -69.638   340.110
521.60  155800.6  72.02148  12.90955    2009.7   -69.647   340.111
521.70  155612.2  72.02206  12.90887    2010.6   -69.656   340.112
521.80  155423.6  72.02264  12.90820    2011.5   -69.665   340.113
521.90  155234.9  72.02321  12.90753    2012.3   -69.673   340.114
522.00  155046.2  72.02379  12.90685    2013.2   -69.682   340.114
522.10  154857.3  72.02436  12.90618    2014.1   -69.691   340.115
522.20  154668.4  72.02494  12.90551    2015.0   -69.700   340.116
522.30  154479.4  72.02551  12.90483    2015.9   -69.708   340.117
522.40  154290.3  72.02608  12.90416    2016.7   -69.717   340.118
522.50  154101.0  72.02666  12.90348    2017.6   -69.726   340.118
522.60  153911.7  72.02724  12.90281    2018.5   -69.734   340.119
522.70  153722.3  72.02782  12.90214    2019.4   -69.743   340.120
522.80  153532.8  72.02839  12.90146    2020.3   -69.752   340.121
522.90  153343.2  72.02896  12.90079    2021.1   -69.760   340.122
523.00  153153.6  72.02954  12.90012    2022.0   -69.769   340.123
523.10  152963.8  72.03011  12.89944    2022.9   -69.778   340.123
523.20  152773.9  72.03069  12.89877    2023.8   -69.786   340.124
523.30  152584.0  72.03127  12.89809    2024.7   -69.795   340.125
523.40  152393.9  72.03185  12.89742    2025.5   -69.804   340.126
523.50  152203.8  72.03242  12.89674    2026.4   -69.812   340.127
523.60  152013.5  72.03299  12.89607    2027.3   -69.821   340.127
523.70  151823.2  72.03357  12.89540    2028.2   -69.830   340.128
523.80  151632.8  72.03414  12.89472    2029.1   -69.838   340.129
523.90  151442.3  72.03472  12.89405    2029.9   -69.847   340.130
524.00  151251.7  72.03529  12.89337    2030.8   -69.855   340.131
524.10  151061.0  72.03587  12.89270    2031.7   -69.864   340.131
524.20  150870.2  72.03645  12.89202    2032.6   -69.873   340.132
524.30  150679.3  72.03703  12.89135    2033.5   -69.881   340.133
524.40  150488.3  72.03760  12.89068    2034.3   -69.890   340.134
524.50  150297.2  72.03818  12.89000    2035.2   -69.898   340.135
524.60  150106.0  72.03875  12.88933    2036.1   -69.907   340.136
524.70  149914.8  72.03933  12.88865    2037.0   -69.915   340.136
524.80  149723.4  72.03990  12.88798    2037.9   -69.924   340.137
524.90  149532.0  72.04048  12.88730    2038.7   -69.932   340.138
525.00  149340.4  72.04105  12.88663    2039.6   -69.941   340.139
525.10  149148.8  72.04163  12.88595    2040.5   -69.949   340.140
525.20  148957.0  72.04221  12.88528    2041.4   -69.958   340.140
525.30  148765.2  72.04279  12.88461    2042.3   -69.966   340.141
525.40  148573.3  72.04336  12.88393    2043.1   -69.975   340.142
525.50  148381.3  72.04394  12.88326    2044.0   -69.983   340.143
525.60  148189.2  72.04452  12.88258    2044.9   -69.992   340.144
525.70  147997.0  72.04509  12.88191    2045.8   -70.000   340.145
525.80  147804.7  72.04567  12.88123    2046.7   -70.009   340.145
525.90  147612.3  72.04624  12.88056    2047.6   -70.017   340.146
526.00  147419.9  72.04682  12.87988    2048.4   -70.026   340.147
526.10  147227.3  72.04739  12.87921    2049.3   -70.034   340.148
526.20  147034.6  72.04797  12.87853    2050.2   -70.043   340.149
526.30  146841.9  72.04855  12.87786    2051.1   -70.051   340.149
526.40  146649.0  72.04913  12.87718    2052.0   -70.059   340.150
526.50  146456.1  72.04971  12.87651    2052.8   -70.068   340.151
526.60  146263.0  72.05028  12.87583    2053.7   -70.076   340.152
526.70  146069.9  72.05086  12.87516    2054.6   -70.085   340.153
526.80  145876.6  72.05143  12.87448    2055.5   -70.093   340.154
526.90  145683.4  72.05201  12.87381    2056.4   -70.101   340.154
527.00  145490.0  72.05259  12.87313    2057.3   -70.110   340.155
527.10  145296.5  72.05316  12.87246    2058.1   -70.118   340.156
527.20  145102.9  72.05374  12.87178    2059.0   -70.127   340.157
527.30  144909.2  72.05432  12.87111    2059.9   -70.135   340.158
527.40  144715.4  72.05489  12.87043    2060.8   -70.143   340.158
527.50  144521.5  72.05547  12.86975    2061.7   -70.152   340.159
527.60  144327.6  72.05605  12.86908    2062.6   -70.160   340.160
527.70  144133.5  72.05663  12.86840    2063.4   -70.168   340.161
527.80  143939.4  72.05721  12.86773    2064.3   -70.177   340.162
527.90  143745.1  72.05778  12.86705    2065.2   -70.185   340.163
528.00  143550.8  72.05836  12.86638    2066.1   -70.193   340.163
528.10  143356.3  72.05894  12.86570    2067.0   -70.202   340.164
528.20  143161.8  72.05951  12.86503    2067.9   -70.210   340.165
528.30  142967.2  72.06009  12.86435    2068.8   -70.218   340.166
528.40  142772.5  72.06067  12.86368    2069.6   -70.226   340.167
528.50  142577.7  72.06124  12.86300    2070.5   -70.235   340.167
528.60  142382.8  72.06182  12.86232    2071.4   -70.243   340.168
528.70  142187.8  72.06240  12.86165    2072.3   -70.251   340.169
528.80  141992.7  72.06297  12.86097    2073.2   -70.260   340.170
528.90  141797.5  72.06355  12.86030    2074.1   -70.268   340.171
529.00  141602.2  72.06413  12.85962    2074.9   -70.276   340.172
529.10  141406.9  72.06470  12.85894    2075.8   -70.284   340.172
529.20  141211.4  72.06528  12.85827    2076.7   -70.292   340.173
529.30  141015.8  72.06586  12.85759    2077.6   -70.301   340.174
529.40  140820.2  72.06644  12.85692    2078.5   -70.309   340.175
529.50  140624.5  72.06702  12.85624    2079.4   -70.317   340.176
529.60  140428.6  72.06760  12.85557    2080.3   -70.325   340.177
529.70  140232.7  72.06818  12.85489    2081.1   -70.334   340.177
529.80  140036.7  72.06876  12.85421    2082.0   -70.342   340.178
529.90  139840.6  72.06933  12.85354    2082.9   -70.350   340.179
530.00  139644.4  72.06991  12.85286    2083.8   -70.358   340.180
530.10  139448.0  72.07049  12.85218    2084.7   -70.366   340.181
530.20  139251.7  72.07107  12.85151    2085.6   -70.374   340.182
530.30  139055.2  72.07164  12.85083    2086.5   -70.383   340.182
530.40  138858.6  72.07222  12.85016    2087.4   -70.391   340.183
530.50  138661.9  72.07280  12.84948    2088.2   -70.399   340.184
530.60  138465.1  72.07338  12.84880    2089.1   -70.407   340.185
530.70  138268.3  72.07395  12.84813    2090.0   -70.415   340.186
530.80  138071.3  72.07453  12.84745    2090.9   -70.423   340.187
530.90  137874.3  72.07511  12.84677    2091.8   -70.431   340.187
531.00  137677.1  72.07569  12.84610    2092.7   -70.439   340.188
531.10  137479.9  72.07627  12.84542    2093.6   -70.448   340.189
531.20  137282.6  72.07684  12.84474    2094.4   -70.456   340.190
531.30  137085.1  72.07742  12.84407    2095.3   -70.464   340.191
531.40  136887.6  72.07800  12.84339    2096.2   -70.472   340.191
531.50  136690.0  72.07858  12.84271    2097.1   -70.480   340.192
531.60  136492.3  72.07916  12.84204    2098.0   -70.488   340.193
531.70  136294.5  72.07973  12.84136    2098.9   -70.496   340.194
531.80  136096.6  72.08031  12.84068    2099.8   -70.504   340.195
531.90  135898.6  72.08089  12.84001    2100.7   -70.512   340.196
532.00  135700.5  72.08147  12.83933    2101.6   -70.520   340.197
532.10  135502.4  72.08205  12.83865    2102.4   -70.528   340.197
532.20  135304.1  72.08263  12.83798    2103.3   -70.536   340.198
532.30  135105.8  72.08321  12.83730    2104.2   -70.544   340.199
532.40  134907.3  72.08379  12.83662    2105.1   -70.552   340.200
532.50  134708.8  72.08437  12.83595    2106.0   -70.560   340.201
532.60  134510.1  72.08495  12.83527    2106.9   -70.568   340.202
532.70  134311.4  72.08553  12.83459    2107.8   -70.576   340.202
532.80  134112.5  72.08611  12.83392    2108.7   -70.584   340.203
532.90  133913.6  72.08669  12.83324    2109.6   -70.592   340.204
533.00  133714.6  72.08727  12.83256    2110.4   -70.600   340.205
533.10  133515.5  72.08784  12.83188    2111.3   -70.608   340.206
533.20  133316.3  72.08842  12.83121    2112.2   -70.616   340.207
533.30  133117.0  72.08900  12.83053    2113.1   -70.624   340.207
533.40  132917.6  72.08958  12.82985    2114.0   -70.632   340.208
533.50  132718.1  72.09016  12.82917    2114.9   -70.640   340.209
533.60  132518.5  72.09074  12.82850    2115.8   -70.648   340.210
533.70  132318.9  72.09132  12.82782    2116.7   -70.656   340.211
533.80  132119.1  72.09190  12.82714    2117.6   -70.664   340.212
533.90  131919.3  72.09248  12.82647    2118.4   -70.672   340.212
534.00  131719.3  72.09306  12.82579    2119.3   -70.680   340.213
534.10  131519.3  72.09364  12.82511    2120.2   -70.688   340.214
534.20  131319.1  72.09422  12.82443    2121.1   -70.695   340.215
534.30  131118.9  72.09479  12.82376    2122.0   -70.703   340.216
534.40  130918.6  72.09537  12.82308    2122.9   -70.711   340.217
534.50  130718.1  72.09595  12.82240    2123.8   -70.719   340.217
534.60  130517.6  72.09653  12.82172    2124.7   -70.727   340.218
534.70  130317.0  72.09711  12.82105    2125.6   -70.735   340.219
534.80  130116.3  72.09769  12.82037    2126.5   -70.743   340.220
534.90  129915.5  72.09827  12.81969    2127.4   -70.751   340.221
535.00  129714.6  72.09885  12.81901    2128.2   -70.758   340.222
535.10  129513.7  72.09943  12.81833    2129.1   -70.766   340.222
535.20  129312.6  72.10001  12.81766    2130.0   -70.774   340.223
535.30  129111.4  72.10059  12.81698    2130.9   -70.782   340.224
535.40  128910.1  72.10117  12.81630    2131.8   -70.790   340.225
535.50  128708.8  72.10175  12.81562    2132.7   -70.798   340.226
535.60  128507.3  72.10233  12.81495    2133.6   -70.805   340.227
535.70  128305.8  72.10291  12.81427    2134.5   -70.813   340.228
535.80  128104.2  72.10349  12.81359    2135.4   -70.821   340.228
535.90  127902.4  72.10406  12.81291    2136.3   -70.829   340.229
536.00  127700.6  72.10464  12.81223    2137.2   -70.837   340.230
536.10  127498.7  72.10522  12.81155    2138.1   -70.844   340.231
536.20  127296.7  72.10580  12.81088    2138.9   -70.852   340.232
536.30  127094.6  72.10638  12.81020    2139.8   -70.860   340.233
536.40  126892.4  72.10696  12.80952    2140.7   -70.868   340.233
536.50  126690.1  72.10755  12.80884    2141.6   -70.875   340.234
536.60  126487.7  72.10813  12.80816    2142.5   -70.883   340.235
536.70  126285.2  72.10871  12.80749    2143.4   -70.891   340.236
536.80  126082.6  72.10929  12.80681    2144.3   -70.899   340.237
536.90  125879.9  72.10987  12.80613    2145.2   -70.906   340.238
537.00  125677.2  72.11045  12.80545    2146.1   -70.914   340.238
537.10  125474.3  72.11103  12.80477    2147.0   -70.922   340.239
